"qname","qtype","value"
"cdn.00000000439f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000adb90000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c0b10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000779b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000070200000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007b940000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000040470000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000397f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d2110000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000045260000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000719c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b4840000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f4740000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000016820000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000053580000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006a050000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002b9d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000067040000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004f060000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000110e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000094970000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000040a10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c9230000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000015c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007a8f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000017520000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ef5a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008e540000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000066560000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000031350000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000034710000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000054440000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000016540000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ae580000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000072660000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ce8d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a3640000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f54e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ca4f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000049710000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000a790000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008b340000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000701a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ea6c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000967d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.d0a573070a00000007000e010000.ns1.brownswer.com","28","255:406:1302:4155:3111:300f:603:5504"
"cdn.000000000fa90000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000027ae0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fb7e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000004780000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ef550000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000053a00000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000120c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002f0f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000086420000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f9730000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000034b60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000389c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ca130000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f7810000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000433a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006e910000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d7810000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000095100000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000de470000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000052190000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e8520000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000057130000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004ba50000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004ba40000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000098bb0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007c030000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000053820000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ba490000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.d92f5a870c000000050000000000.ns1.brownswer.com","1","11.8.8.8"
"cdn.0000000046600000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000567e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000043a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cb040000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e2870000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e04f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006c4a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bf8c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000054680000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003b250000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008a140000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003c490000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000023300000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000066700000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cd310000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000a670000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c2320000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007b860000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c9a60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000089070000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.e5fab77226000000070000000000.ns1.brownswer.com","28","4d0:4dd9:da1d:17d8:68f2:922e:3afd:92d4"
"cdn.00000000e9560000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000096060000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e7420000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f8560000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000075a40000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001ba80000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f83b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000096040000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000006b10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000085b20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f7680000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000dca30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000253e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ee110000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000046130000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ad6d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009d030000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002d6e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000041420000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000068720000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000153f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f4560000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007e460000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000018a30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a9780000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000506e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000050080000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002a3f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000dd2c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b87f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001e790000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000058510000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b6b00000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000302e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e3840000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e45b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000266e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000df040000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000aca80000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000068430000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a06b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007a3b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000deb40000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001c0e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000068440000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000001760000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005f5f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000089460000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000091420000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c8b40000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000294d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000054780000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000adb30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002bab0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006a070000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000034670000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009c340000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b49e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d5740000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000faae0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d8940000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002c130000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d2a50000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000014700000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000414b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000002700000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c11a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e2800000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d4800000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003b5c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000078200000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000226a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000297b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000760d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009a550000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000073b60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ab880000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f9200000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005f690000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001a360000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000af390000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a66e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006cb50000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000283a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009f8c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e00b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bf750000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000015a30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b87b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000af710000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000027ac0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000058140000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003f2b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000f790000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a3900000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000094920000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000079170000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000560f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000030a50000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009fa60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cd9b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000752a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c69a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000076040000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000f9e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008e6e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e1120000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000eb440000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000008210000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008ead0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d73d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000dbab0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a56a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f0a50000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f8b30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c51f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ff780000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005a480000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000065a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a66c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000076160000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000db8f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000099630000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d29a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f74c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000692a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000173f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000049bb0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.cd7b7fff0f0000000700b1030000.ns1.brownswer.com","28","820:4b82:8131:96e4:e907:296a:523:3235"
"cdn.00000000f40e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d2520000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e3890000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009c330000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002b8a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d3960000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cf900000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000b7a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e3480000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009a120000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007c890000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007d8e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008c240000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000002210000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000202a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000eaa30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006eb10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000a640000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000088760000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f29d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a0bb0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e5900000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000d6e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000361a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007e7c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000028380000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000aa6a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000914b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000055540000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007c140000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000490b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000087970000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003c0e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000495c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000db010000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008c3a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000016e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001d480000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a2b30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000d220000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000546a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000077940000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d61e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000085620000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000052a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008a350000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e7ac0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008e770000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000628b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004e0a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bd460000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fd4e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004da60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000011810000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ab930000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000223b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000070320000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f1000000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.ba7fff470b000000070095010000.ns1.brownswer.com","28","765:9680:a48f:6b78:76ff:5e39:b473:e91c"
"cdn.000000000f510000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006ba40000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000077a60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000df930000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005b240000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000836c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009d780000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e02d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000115f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006a280000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006a8d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e1620000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000660c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000916c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000243d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ab2e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ea2a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000013700000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003b3b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ed0b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003c4a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000053b70000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003aa20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000014380000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000019020000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006b620000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000072b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005b590000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a06d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002d000000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a0900000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004d640000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000007510000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000000590000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006e3e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f1b00000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e5260000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f89f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000002a30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.3f576a3a09000000050000000000.ns1.brownswer.com","1","11.8.8.8"
"cdn.00000000464d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004c6f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003d730000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002e540000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cd750000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000030350000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000153e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007e400000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000054530000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000032120000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a8880000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000c300000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c8670000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000033080000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e0180000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000d4f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a74c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000649b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fc740000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007b450000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000250a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b38b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.d0a573070e00000007002a030000.ns1.brownswer.com","28","451:e9ba:4a1e:8458:a87a:26f2:2459:bba9"
"cdn.000000006c650000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000320d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000069190000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006bbb0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000096a20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000044e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e0080000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000050260000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006e360000010000000000.ns1.brownswer.com","1","8.8.8.8"
